Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Medi_Login_TestSuite,Chrome 115.0.0.0,,,2023-07-28 20:10:43,2023-07-28 20:11:15,31.544s,PASSED
,,,,,,,
Test Cases/Appointment_Login,Chrome 115.0.0.0,,,2023-07-28 20:10:45,2023-07-28 20:11:15,30.517s,PASSED
"openBrowser("""")",Chrome 115.0.0.0,,,2023-07-28 20:10:46,2023-07-28 20:10:58,11.700s,PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-07-28 20:10:58,2023-07-28 20:10:58,0.213s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 115.0.0.0,,,2023-07-28 20:10:58,2023-07-28 20:11:09,10.900s,PASSED
"click(findTestObject(""Object Repository/MakeAppointment_TestSuite/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 115.0.0.0,,,2023-07-28 20:11:09,2023-07-28 20:11:11,2.595s,PASSED
"setText(findTestObject(""Object Repository/MakeAppointment_TestSuite/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 115.0.0.0,,,2023-07-28 20:11:11,2023-07-28 20:11:13,1.376s,PASSED
"setEncryptedText(findTestObject(""Object Repository/MakeAppointment_TestSuite/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 115.0.0.0,,,2023-07-28 20:11:13,2023-07-28 20:11:13,0.822s,PASSED
"click(findTestObject(""Object Repository/MakeAppointment_TestSuite/Page_CURA Healthcare Service/button_Login""))",Chrome 115.0.0.0,,,2023-07-28 20:11:13,2023-07-28 20:11:15,1.574s,PASSED
